CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V4_Mandatory Vaccination (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200111,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200112,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200113,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200114,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200115,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200116,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200117,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200118,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,3.12,3.12,3.57,3.57,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200119,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,1,1.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200120,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,2.00,1,1.00,0.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,11.11,11.11,14.29,14.29,8.33,8.33,9.52,9.52,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200121,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,0.00,,0.00,,0.00,,,0,0,,,,,,,0,0,,,11.11,11.11,14.29,14.29,16.67,16.67,19.05,19.05,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200122,0.00,,0.00,,1.00,1,1.00,1,0.00,,1.00,1,1.00,1,0.00,0.00,,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,,0,0,,,,,,,0,0,1,0,28.70,28.70,33.33,33.33,28.12,28.12,32.14,32.14,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200123,0.00,,0.00,,1.00,1,1.00,1,0.00,,1.00,1,1.00,1,0.00,0.00,,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,1.00,1,0.00,,0.00,,,0,0,,,,,,,0,0,9,0,28.70,28.70,33.33,33.33,28.12,28.12,32.14,32.14,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200124,0.00,,0.00,,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,0.00,0.00,,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,0.00,,,0,0,,,,,,,0,0,15,0,39.81,39.81,38.10,38.10,39.06,39.06,44.64,44.64,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200125,0.00,,0.00,,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,1.00,0.00,,0.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,0.00,,,0,0,,,,,,,0,0,39,0,42.59,42.59,41.67,41.67,40.62,40.62,46.43,46.43,0.00,0.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200126,0.00,,2.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,0,,0,0,,,,,,,0,0,60,0,50.00,50.00,52.38,52.38,56.25,56.25,57.14,57.14,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200127,0.00,,2.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,103778623.00,0.00,4.00,1,0.00,,3.00,0,,0,0,,,,,,,0,0,70,0,50.00,50.00,52.38,52.38,56.25,56.25,57.14,57.14,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200128,0.00,,2.00,1,2.00,1,3.00,1,0.00,,1.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,0,,0,0,,,,,,,0,0,106,0,50.00,50.00,52.38,52.38,56.25,56.25,57.14,57.14,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200129,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,28827837.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,152,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200130,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,34736824.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,200,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200131,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,237,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200201,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,2306670.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,297,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200202,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,340,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200203,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,408,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200204,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,480,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200205,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,530,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200206,3.00,1,3.00,1,2.00,1,3.00,1,0.00,,1.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,591,0,70.37,70.37,75.00,75.00,68.75,68.75,71.43,71.43,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200207,3.00,1,3.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,665,0,80.56,80.56,75.00,75.00,74.48,74.48,77.98,77.98,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200208,3.00,1,3.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,733,0,80.56,80.56,75.00,75.00,74.48,74.48,77.98,77.98,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200209,3.00,1,3.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,779,1,80.56,80.56,75.00,75.00,74.48,74.48,77.98,77.98,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200210,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,640045180.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,830,3,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200211,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,860,4,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200212,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,889,4,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200213,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,910,5,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200214,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,50091963.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,934,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200215,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,950,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200216,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,962,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200217,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,973,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200218,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,982,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200219,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,986,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200220,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,987,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200221,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,988,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200222,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200223,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,2.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,76.85,76.85,71.43,71.43,72.40,72.40,75.60,75.60,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200224,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200225,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200226,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200227,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,989,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200228,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200229,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,0.00,,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,69.27,69.27,72.02,72.02,50.00,50.00
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200301,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200302,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200303,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200304,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200305,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
China,CHN,Anhui,CHN_AH,STATE_TOTAL,20200306,3.00,1,2.00,1,2.00,1,4.00,1,0.00,,3.00,1,1.00,1,1.00,1.00,0,2.00,0.00,0.00,2.00,1,2.00,2.00,0.00,0.00,4.00,1,0.00,,3.00,1,,0,0,,,,,,,0,0,990,6,71.30,71.30,71.43,71.43,70.83,70.83,72.02,72.02,62.50,62.50
